cm_id,example_id,relation,subrelation,field,context,CM,target_tags,target_tokens,all_annotations,auto_adjudication,relation_presence,sousrelations_identified,nb_subrelations_identified,subrelation_presence,comment,comment_A2,comment_adj,presence_extracted,POS_Tags,NER_Tags,Lemmas,Dependencies
M03,25,meronymie,Parties du même genre,medicine,que rodea pequeñas cavidades . Los espacios revestidos por este endocardio se unen en la vecindad de el intestino anterior en desarrollo y establecen estructuras tubulares huecas bilaterales . En el,unen en la vecindad de el intestino,"['VDR3P-', 'P', 'AFS', 'N5-FS', 'P', 'AMS', 'N5-MS']","['unen', 'en', 'la', 'vecindad', 'de', 'el', 'intestino']","['oui', 'oui', 'autre', 'oui']",4.0,oui,"['Expression des parties locatives ou temporelles', 'Parties du même genre']",2.0,oui+,,,pron au mileu,moyenne-élevée,"[('unen', 'VERB'), ('en', 'ADP'), ('la', 'DET'), ('vecindad', 'NOUN'), ('de', 'ADP'), ('el', 'DET'), ('intestino', 'NOUN')]",[],"[('unen', 'unir'), ('en', 'en'), ('la', 'el'), ('vecindad', 'vecindad'), ('de', 'de'), ('el', 'el'), ('intestino', 'intestino')]","[('unen', 0, 'root'), ('en', 4, 'case'), ('la', 4, 'det'), ('vecindad', 1, 'obl'), ('de', 7, 'case'), ('el', 7, 'det'), ('intestino', 4, 'nmod')]"
M03,26,meronymie,Parties du même genre,law,"el Parlamento_Europeo y una vez debatida la cuestión en el Consejo , reunido en la formación de los Jefes_de_Estado o de Gobierno , el Consejo , por mayoría cualificada y a propuesta de la",reunido en la formación de los Jefes_de_Estado o de Gobierno,"['VC--SM', 'P', 'AFS', 'N5-FS', 'P', 'AMP', 'N4666', 'C', 'P', 'N4666']","['reunido', 'en', 'la', 'formación', 'de', 'los', 'Jefes_de_Estado', 'o', 'de', 'Gobierno']","['non', 'non', nan, nan]",0.0,non,['Parties du même genre'],1.0,,,,,moyenne-élevée,"[('reunido', 'ADJ'), ('en', 'ADP'), ('la', 'DET'), ('formación', 'NOUN'), ('de', 'ADP'), ('los', 'DET'), ('Jefes', 'PROPN'), ('_de_Estado', 'PROPN'), ('o', 'CCONJ'), ('de', 'ADP'), ('Gobierno', 'PROPN')]","[('Jefes_de_Estado', 'ORG'), ('Gobierno', 'ORG')]","[('reunido', 'reunir'), ('en', 'en'), ('la', 'el'), ('formación', 'formación'), ('de', 'de'), ('los', 'el'), ('Jefes', 'Jefes'), ('_de_Estado', '_de_Estado'), ('o', 'o'), ('de', 'de'), ('Gobierno', 'Gobierno')]","[('reunido', 0, 'root'), ('en', 4, 'case'), ('la', 4, 'det'), ('formación', 1, 'obl'), ('de', 7, 'case'), ('los', 7, 'det'), ('Jefes', 4, 'nmod'), ('_de_Estado', 7, 'amod'), ('o', 11, 'cc'), ('de', 11, 'case'), ('Gobierno', 8, 'conj')]"
M03,27,meronymie,Parties du même genre,law,"DECLARACIÓN COMÚN Los representantes de los Gobiernos_de_los_Estados miembros de la Comunidad_Económica_Europea , reunidos en el seno de el Consejo_DESEANDO asegurar que , en el espíritu de el Convenio de 27_de_septiembre_de_1968 ,",reunidos en el seno de el Consejo_DESEANDO,"['VC--PM', 'P', 'AMS', 'N5-MS', 'P', 'AMS', 'N4666']","['reunidos', 'en', 'el', 'seno', 'de', 'el', 'Consejo_DESEANDO']","['non', 'non', nan, nan]",0.0,non,['Parties du même genre'],1.0,,,,,moyenne-élevée,"[('reunidos', 'ADJ'), ('en', 'ADP'), ('el', 'DET'), ('seno', 'NOUN'), ('de', 'ADP'), ('el', 'DET'), ('Consejo', 'PROPN'), ('_DESEANDO', 'PROPN')]","[('Consejo_DESEANDO', 'ORG')]","[('reunidos', 'reunido'), ('en', 'en'), ('el', 'el'), ('seno', 'seno'), ('de', 'de'), ('el', 'el'), ('Consejo', 'Consejo'), ('_DESEANDO', '_deseando')]","[('reunidos', 0, 'root'), ('en', 4, 'case'), ('el', 4, 'det'), ('seno', 1, 'obl'), ('de', 7, 'case'), ('el', 7, 'det'), ('Consejo', 4, 'nmod'), ('_DESEANDO', 7, 'flat')]"
M04,28,meronymie,Parties du même genre,medicine,se extiende caudalmente sobre el aspecto posterior de las vesículas seminales y la próstata hasta unir se en la línea media con el tendón central de el periné ( 44 ) (,la próstata hasta unir se en la línea,"['AFS', 'N5-FS', 'P', 'VI----', 'R6EZZZZ', 'P', 'AFS', 'N5-FS']","['la', 'próstata', 'hasta', 'unir', 'se', 'en', 'la', 'línea']","['oui', 'oui', 'incertaine', 'oui']",4.0,oui,['Parties du même genre'],1.0,oui,,,CHECK,faible,"[('la', 'DET'), ('próstata', 'NOUN'), ('hasta', 'ADP'), ('unir', 'VERB'), ('se', 'PRON'), ('en', 'ADP'), ('la', 'DET'), ('línea', 'NOUN')]",[],"[('la', 'el'), ('próstata', 'próstata'), ('hasta', 'hasta'), ('unir', 'unir'), ('se', 'él'), ('en', 'en'), ('la', 'el'), ('línea', 'línea')]","[('la', 2, 'det'), ('próstata', 0, 'root'), ('hasta', 4, 'mark'), ('unir', 2, 'advcl'), ('se', 4, 'expl:pv'), ('en', 8, 'case'), ('la', 8, 'det'), ('línea', 4, 'obl')]"
M05,29,meronymie,Parties du même genre,environment,. ESTABILIDAD Y CAMBIO EN SISTEMAS COMPLEJOS Modelos cuantitativos en ecología teórica Los ensayos reunidos en el capítulo anterior son más_bien descorazonadores en relación con la posibilidad de conseguir un,Los ensayos reunidos en el capítulo,"['AMP', 'N5-MP', 'VC--PM', 'P', 'AMS', 'N5-MS']","['Los', 'ensayos', 'reunidos', 'en', 'el', 'capítulo']","['oui', 'oui', 'oui', 'oui']",5.0,oui,['Parties du même genre'],1.0,oui,,,,moyenne-élevée,"[('Los', 'DET'), ('ensayos', 'NOUN'), ('reunidos', 'ADJ'), ('en', 'ADP'), ('el', 'DET'), ('capítulo', 'NOUN')]",[],"[('Los', 'el'), ('ensayos', 'ensayo'), ('reunidos', 'reunido'), ('en', 'en'), ('el', 'el'), ('capítulo', 'capítulo')]","[('Los', 2, 'det'), ('ensayos', 0, 'root'), ('reunidos', 2, 'amod'), ('en', 6, 'case'), ('el', 6, 'det'), ('capítulo', 3, 'obl')]"
M05,30,meronymie,Parties du même genre,linguistics,una sola ficha . Las ochos fichas que se suceden están a la vez reunidas en una hoja de formato A4 . Se mandan copias de el manuscrito de discusión a todos los,la vez reunidas en una hoja de formato A4,"['AFS', 'N5-FS', 'VC--PF', 'P', 'E6--FS', 'N5-FS', 'P', 'N5-MS', 'N4666']","['la', 'vez', 'reunidas', 'en', 'una', 'hoja', 'de', 'formato', 'A4']","['oui', 'oui', 'oui', 'oui']",5.0,oui,['Parties du même genre'],1.0,oui,,,,moyenne-élevée,"[('la', 'DET'), ('vez', 'NOUN'), ('reunidas', 'ADJ'), ('en', 'ADP'), ('una', 'DET'), ('hoja', 'NOUN'), ('de', 'ADP'), ('formato', 'NOUN'), ('A4', 'PROPN')]","[('A4', 'MISC')]","[('la', 'el'), ('vez', 'vez'), ('reunidas', 'reunido'), ('en', 'en'), ('una', 'uno'), ('hoja', 'hoja'), ('de', 'de'), ('formato', 'formato'), ('A4', 'a4')]","[('la', 2, 'det'), ('vez', 3, 'obl'), ('reunidas', 0, 'root'), ('en', 6, 'case'), ('una', 6, 'det'), ('hoja', 3, 'obl'), ('de', 8, 'case'), ('formato', 6, 'nmod'), ('A4', 8, 'appos')]"
M05,31,meronymie,Parties du même genre,medicine,"que los loci acumulados en los modelos animales frecuentemente eran homólogos con los loci agrupados en la enfermedad humana autoinmune - de nuevo , reafirmando la impresión de que varios",los loci agrupados en la enfermedad,"['AMP', 'N5-MP', 'VC--PM', 'P', 'AFS', 'N5-FS']","['los', 'loci', 'agrupados', 'en', 'la', 'enfermedad']","['oui', 'oui', 'oui', 'oui']",5.0,oui,"['Parties organisées', 'Parties du même genre']",2.0,oui+,,,,moyenne-élevée,"[('los', 'DET'), ('loci', 'NOUN'), ('agrupados', 'ADJ'), ('en', 'ADP'), ('la', 'DET'), ('enfermedad', 'NOUN')]",[],"[('los', 'el'), ('loci', 'loci'), ('agrupados', 'agrupar'), ('en', 'en'), ('la', 'el'), ('enfermedad', 'enfermedad')]","[('los', 2, 'det'), ('loci', 0, 'root'), ('agrupados', 2, 'acl'), ('en', 6, 'case'), ('la', 6, 'det'), ('enfermedad', 3, 'obl')]"
M05,32,meronymie,Parties du même genre,general,"II en la ventana de sus aposentos , tratando de hablar a la multitud reunida en la Plaza_de_San_Pedro . Pero hay algo que sí me parece que debe ser destacado . Oímos",la multitud reunida en la Plaza_de_San_Pedro . Pero,"['AFS', 'N5-FS', 'VC--SF', 'P', 'AFS', 'N4666', 'Z', 'C']","['la', 'multitud', 'reunida', 'en', 'la', 'Plaza_de_San_Pedro', '.', 'Pero']","['non', 'non', nan, nan]",0.0,non,['Parties du même genre'],1.0,,,,,moyenne-élevée,"[('la', 'DET'), ('multitud', 'NOUN'), ('reunida', 'ADJ'), ('en', 'ADP'), ('la', 'DET'), ('Plaza', 'PROPN'), ('_de', 'ADP'), ('_San', 'PROPN'), ('_Pedro', 'PROPN'), ('.', 'PUNCT'), ('Pero', 'CCONJ')]","[('Plaza_de_San_Pedro', 'LOC')]","[('la', 'el'), ('multitud', 'multitud'), ('reunida', 'reunido'), ('en', 'en'), ('la', 'el'), ('Plaza', 'plaza'), ('_de', '_de'), ('_San', '_san'), ('_Pedro', '_pedro'), ('.', '.'), ('Pero', 'pero')]","[('la', 2, 'det'), ('multitud', 0, 'root'), ('reunida', 2, 'amod'), ('en', 6, 'case'), ('la', 6, 'det'), ('Plaza', 3, 'obl'), ('_de', 8, 'case'), ('_San', 9, 'amod'), ('_Pedro', 6, 'nmod'), ('.', 2, 'punct'), ('Pero', 2, 'cc')]"
M05,33,meronymie,Parties du même genre,general,". Cada uno de los artistas ha seguido su línea artística . Las estéticas reunidas en la exposición abarcan desde la figuración de Genovés o Antonio_López , que presenta un",Las estéticas reunidas en la exposición,"['AFP', 'N5-FP', 'VC--PF', 'P', 'AFS', 'N5-FS']","['Las', 'estéticas', 'reunidas', 'en', 'la', 'exposición']","['non', 'non', nan, nan]",0.0,non,['Parties du même genre'],1.0,,,,,moyenne-élevée,"[('Las', 'DET'), ('estéticas', 'NOUN'), ('reunidas', 'ADJ'), ('en', 'ADP'), ('la', 'DET'), ('exposición', 'NOUN')]",[],"[('Las', 'el'), ('estéticas', 'estética'), ('reunidas', 'reunido'), ('en', 'en'), ('la', 'el'), ('exposición', 'exposición')]","[('Las', 2, 'det'), ('estéticas', 0, 'root'), ('reunidas', 2, 'amod'), ('en', 6, 'case'), ('la', 6, 'det'), ('exposición', 3, 'obl')]"
M05,34,meronymie,Parties du même genre,environment,maleabilidad de las actuaciones a esa edad y el hecho de que los jóvenes están agrupados en las aulas en_torno_a un profesor hace técnicamente más fácil la introducción de la EA .,los jóvenes están agrupados en las aulas en_torno_a,"['AMP', 'N5-6P', 'VDR3P-', 'VC--PM', 'P', 'AFP', 'N5-FP', 'D']","['los', 'jóvenes', 'están', 'agrupados', 'en', 'las', 'aulas', 'en_torno_a']","['non', 'non', nan, nan]",0.0,non,['Parties du même genre'],1.0,,,,,moyenne-élevée,"[('los', 'DET'), ('jóvenes', 'NOUN'), ('están', 'AUX'), ('agrupados', 'ADJ'), ('en', 'ADP'), ('las', 'DET'), ('aulas', 'NOUN'), ('en_torno_', 'ADJ'), ('a', 'SYM')]",[],"[('los', 'el'), ('jóvenes', 'joven'), ('están', 'estar'), ('agrupados', 'agrupar'), ('en', 'en'), ('las', 'el'), ('aulas', 'aula'), ('en_torno_', 'en_torno_'), ('a', 'a')]","[('los', 2, 'det'), ('jóvenes', 4, 'nsubj:pass'), ('están', 4, 'aux:pass'), ('agrupados', 0, 'root'), ('en', 7, 'case'), ('las', 7, 'det'), ('aulas', 4, 'obl'), ('en_torno_', 7, 'amod'), ('a', 7, 'appos')]"
M05,35,meronymie,Parties du même genre,economy,", se incluyen en el cálculo conjunto todos los Contratos de todas las Cuentas agrupadas en la Cuenta_Global . #tf# MEFF RENTA_FIJA pondrá a disposición de cada Miembro el detalle de importes de",las Cuentas agrupadas en la Cuenta_Global . #tf# MEFF,"['AFP', 'N4666', 'VC--PF', 'P', 'AFS', 'N4666', 'Z', 'Z', 'N5-MS']","['las', 'Cuentas', 'agrupadas', 'en', 'la', 'Cuenta_Global', '.', '#tf#', 'MEFF']","['oui', 'oui', 'oui', 'oui']",5.0,oui,"['Parties organisées', 'Parties du même genre']",2.0,oui+,,,,moyenne-élevée,"[('las', 'DET'), ('Cuentas', 'PROPN'), ('agrupadas', 'ADJ'), ('en', 'ADP'), ('la', 'DET'), ('Cuenta', 'PROPN'), ('_Global', 'PROPN'), ('.', 'PUNCT'), ('#tf#', 'PROPN'), ('MEFF', 'PROPN')]","[('Cuenta_Global', 'MISC'), ('#tf# MEFF', 'MISC')]","[('las', 'el'), ('Cuentas', 'Cuentas'), ('agrupadas', 'agrupar'), ('en', 'en'), ('la', 'el'), ('Cuenta', 'contar'), ('_Global', '_global'), ('.', '.'), ('#tf#', '#tf#'), ('MEFF', 'MEFF')]","[('las', 2, 'det'), ('Cuentas', 0, 'root'), ('agrupadas', 2, 'acl'), ('en', 6, 'case'), ('la', 6, 'det'), ('Cuenta', 3, 'obl'), ('_Global', 6, 'appos'), ('.', 10, 'punct'), ('#tf#', 10, 'compound'), ('MEFF', 6, 'appos')]"
M05,36,meronymie,Parties du même genre,law,"el Convenio_de_Bruselas de 1968 , Los representantes de los Gobiernos_de_los_Estados miembros de las Comunidades_Europeas reunidos en el Seno_del_Consejo , DESEOSOS de que , en_particular en la perspectiva de la plena realización de el","las Comunidades_Europeas reunidos en el Seno_del_Consejo , DESEOSOS de","['AFP', 'N4666', 'VC--PM', 'P', 'AMS', 'N4666', 'Z', 'N4666', 'P']","['las', 'Comunidades_Europeas', 'reunidos', 'en', 'el', 'Seno_del_Consejo', ',', 'DESEOSOS', 'de']","['non', 'non', nan, nan]",0.0,non,['Parties du même genre'],1.0,,,,,moyenne-élevée,"[('las', 'DET'), ('Comunidades', 'PROPN'), ('_Europeas', 'PROPN'), ('reunidos', 'ADJ'), ('en', 'ADP'), ('el', 'DET'), ('Seno', 'PROPN'), ('<UNK>de', 'ADP'), ('el', 'DET'), ('_Consejo', 'PROPN'), (',', 'PUNCT'), ('DESEOSOS', 'PROPN'), ('de', 'ADP')]","[('Comunidades_Europeas', 'ORG'), ('Seno_del_Consejo', 'LOC')]","[('las', 'el'), ('Comunidades', 'Comunidades'), ('_Europeas', '_Europeas'), ('reunidos', 'reunido'), ('en', 'en'), ('el', 'el'), ('Seno', 'Seno'), ('<UNK>de', '<unk>de'), ('el', 'el'), ('_Consejo', '_Consejo'), (',', ','), ('DESEOSOS', 'DESEOSOS'), ('de', 'de')]","[('las', 2, 'det'), ('Comunidades', 0, 'root'), ('_Europeas', 2, 'flat'), ('reunidos', 2, 'amod'), ('en', 7, 'case'), ('el', 7, 'det'), ('Seno', 4, 'obl'), ('<UNK>de', 10, 'case'), ('el', 10, 'det'), ('_Consejo', 4, 'obl'), (',', 12, 'punct'), ('DESEOSOS', 10, 'appos'), ('de', 12, 'punct')]"
M05,37,meronymie,Parties du même genre,computer_science,a proporcionar a los distintos usuarios finales « perspectivas » diferentes de los datos agrupados en la estructura de almacenamiento de datos . Pelagatti y otros ( 1978 ) señalan que esto puede,los datos agrupados en la estructura de almacenamiento de,"['AMP', 'N5-MP', 'VC--PM', 'P', 'AFS', 'N5-FS', 'P', 'N5-MS', 'P']","['los', 'datos', 'agrupados', 'en', 'la', 'estructura', 'de', 'almacenamiento', 'de']","['non', 'non', nan, nan]",0.0,non,['Parties du même genre'],1.0,,,,,moyenne-élevée,"[('los', 'DET'), ('datos', 'NOUN'), ('agrupados', 'ADJ'), ('en', 'ADP'), ('la', 'DET'), ('estructura', 'NOUN'), ('de', 'ADP'), ('almacenamiento', 'NOUN'), ('de', 'ADP')]",[],"[('los', 'el'), ('datos', 'dato'), ('agrupados', 'agrupar'), ('en', 'en'), ('la', 'el'), ('estructura', 'estructura'), ('de', 'de'), ('almacenamiento', 'almacenamiento'), ('de', 'de')]","[('los', 2, 'det'), ('datos', 0, 'root'), ('agrupados', 2, 'acl'), ('en', 6, 'case'), ('la', 6, 'det'), ('estructura', 3, 'obl'), ('de', 8, 'case'), ('almacenamiento', 6, 'nmod'), ('de', 2, 'punct')]"
M05,38,meronymie,Parties du même genre,general,". El presidente Flores declaró a la televisión que tendrá en cuenta las peticiones de unidad en la organización de la ayuda . Sin embargo , el Gobierno trabaja más despacio que",las peticiones de unidad en la organización de,"['AFP', 'N5-FP', 'P', 'N5-FS', 'P', 'AFS', 'N5-FS', 'P']","['las', 'peticiones', 'de', 'unidad', 'en', 'la', 'organización', 'de']","['non', 'non', nan, nan]",0.0,non,['Parties du même genre'],1.0,,,,,moyenne-élevée,"[('las', 'DET'), ('peticiones', 'NOUN'), ('de', 'ADP'), ('unidad', 'NOUN'), ('en', 'ADP'), ('la', 'DET'), ('organización', 'NOUN'), ('de', 'ADP')]",[],"[('las', 'el'), ('peticiones', 'petición'), ('de', 'de'), ('unidad', 'unidad'), ('en', 'en'), ('la', 'el'), ('organización', 'organización'), ('de', 'de')]","[('las', 2, 'det'), ('peticiones', 0, 'root'), ('de', 4, 'case'), ('unidad', 2, 'nmod'), ('en', 7, 'case'), ('la', 7, 'det'), ('organización', 2, 'nmod'), ('de', 7, 'amod')]"
M05,39,meronymie,Parties du même genre,medicine,", en la mayoría de virus icosaédricos , los capsómeros resultan de la agrupación de 5 unidades en los vértices , donde confluyen 5 triángulos y se forman 12 capsómeros pentámeros o pentones ,","la agrupación de 5 unidades en los vértices , donde","['AFS', 'N5-FS', 'P', 'X', 'N5-FP', 'P', 'AMP', 'N5-MP', 'Z', 'D']","['la', 'agrupación', 'de', '5', 'unidades', 'en', 'los', 'vértices', ',', 'donde']","['oui', 'non', 'incertaine', nan]",1.0,non,['Parties du même genre'],1.0,,,,CHECK,moyenne-élevée,"[('la', 'DET'), ('agrupación', 'NOUN'), ('de', 'ADP'), ('5', 'NUM'), ('unidades', 'NOUN'), ('en', 'ADP'), ('los', 'DET'), ('vértices', 'NOUN'), (',', 'PUNCT'), ('donde', 'ADV')]",[],"[('la', 'el'), ('agrupación', 'agrupación'), ('de', 'de'), ('5', '5'), ('unidades', 'unidad'), ('en', 'en'), ('los', 'el'), ('vértices', 'vértiz'), (',', ','), ('donde', 'donde')]","[('la', 2, 'det'), ('agrupación', 0, 'root'), ('de', 5, 'case'), ('5', 5, 'nummod'), ('unidades', 2, 'nmod'), ('en', 8, 'case'), ('los', 8, 'det'), ('vértices', 2, 'nmod'), (',', 10, 'punct'), ('donde', 8, 'advmod')]"
M05,40,meronymie,Parties du même genre,medicine,"medio sarcómero entre las líneas M y los discos Z , con una porción unida en la banda A y una porción elástica en la banda A . En la banda A",una porción unida en la banda A y,"['E6--FS', 'N5-FS', 'VC--SF', 'P', 'AFS', 'N5-FS', 'P', 'C']","['una', 'porción', 'unida', 'en', 'la', 'banda', 'A', 'y']","['oui', 'oui', 'oui', 'oui']",5.0,oui,['Parties du même genre'],1.0,oui,,,,moyenne-élevée,"[('una', 'DET'), ('porción', 'NOUN'), ('unida', 'ADJ'), ('en', 'ADP'), ('la', 'DET'), ('banda', 'NOUN'), ('A', 'PROPN'), ('y', 'CCONJ')]",[],"[('una', 'uno'), ('porción', 'porción'), ('unida', 'unido'), ('en', 'en'), ('la', 'el'), ('banda', 'banda'), ('A', 'a'), ('y', 'y')]","[('una', 2, 'det'), ('porción', 0, 'root'), ('unida', 2, 'amod'), ('en', 6, 'case'), ('la', 6, 'det'), ('banda', 3, 'obl'), ('A', 6, 'appos'), ('y', 2, 'cc')]"
M05,41,meronymie,Parties du même genre,law,"siguiente : El Parlamento_Europeo , compuesto por representantes de los pueblos de los Estados reunidos en la Comunidad , ejercerá las competencias que le atribuye el presente Tratado . El apartado","los Estados reunidos en la Comunidad ,","['AMP', 'N4666', 'VC--PM', 'P', 'AFS', 'N4666', 'Z']","['los', 'Estados', 'reunidos', 'en', 'la', 'Comunidad', ',']","['oui', 'oui', 'oui', 'oui']",5.0,oui,['Parties du même genre'],1.0,oui,,,,moyenne-élevée,"[('los', 'DET'), ('Estados', 'PROPN'), ('reunidos', 'ADJ'), ('en', 'ADP'), ('la', 'DET'), ('Comunidad', 'PROPN'), (',', 'PUNCT')]","[('Estados', 'ORG'), ('Comunidad', 'LOC')]","[('los', 'el'), ('Estados', 'Estados'), ('reunidos', 'reunido'), ('en', 'en'), ('la', 'el'), ('Comunidad', 'Comunidad'), (',', ',')]","[('los', 2, 'det'), ('Estados', 0, 'root'), ('reunidos', 2, 'amod'), ('en', 6, 'case'), ('la', 6, 'det'), ('Comunidad', 3, 'obl'), (',', 2, 'punct')]"
M05,42,meronymie,Parties du même genre,law,"derechos humanos forman parte de el patrimonio común de los pueblos de los Estados reunidos en las Comunidades_Europeas y constituyen , pues , elementos esenciales de la pertenencia a dichas Comunidades",los Estados reunidos en las Comunidades_Europeas y,"['AMP', 'N4666', 'VC--PM', 'P', 'AFP', 'N4666', 'C']","['los', 'Estados', 'reunidos', 'en', 'las', 'Comunidades_Europeas', 'y']","['oui', 'oui', 'oui', 'oui']",5.0,oui,['Parties du même genre'],1.0,oui,,,,moyenne-élevée,"[('los', 'DET'), ('Estados', 'PROPN'), ('reunidos', 'ADJ'), ('en', 'ADP'), ('las', 'DET'), ('Comunidades', 'PROPN'), ('_Europeas', 'PROPN'), ('y', 'CCONJ')]","[('Estados', 'ORG'), ('Comunidades_Europeas', 'ORG')]","[('los', 'el'), ('Estados', 'Estados'), ('reunidos', 'reunido'), ('en', 'en'), ('las', 'el'), ('Comunidades', 'Comunidades'), ('_Europeas', '_Europeas'), ('y', 'y')]","[('los', 2, 'det'), ('Estados', 0, 'root'), ('reunidos', 2, 'amod'), ('en', 6, 'case'), ('las', 6, 'det'), ('Comunidades', 3, 'obl'), ('_Europeas', 6, 'flat'), ('y', 2, 'cc')]"
M05,43,meronymie,Parties du même genre,law,"Acta , a las decisiones y acuerdos adoptados por los representantes de los Gobiernos_de_los_Estados miembros reunidos en el seno de el Consejo . Se comprometen a adherir se , desde el momento",los Gobiernos_de_los_Estados miembros reunidos en el seno de,"['AMP', 'N4666', 'N5-MP', 'VC--PM', 'P', 'AMS', 'N5-MS', 'P']","['los', 'Gobiernos_de_los_Estados', 'miembros', 'reunidos', 'en', 'el', 'seno', 'de']","['non', 'non', nan, nan]",0.0,non,['Parties du même genre'],1.0,,,,,moyenne-élevée,"[('los', 'DET'), ('Gobiernos', 'PROPN'), ('_de_los', 'ADP'), ('_Estados', 'NOUN'), ('miembros', 'NOUN'), ('reunidos', 'ADJ'), ('en', 'ADP'), ('el', 'DET'), ('seno', 'NOUN'), ('de', 'ADP')]","[('Gobiernos_de_los_Estados', 'ORG')]","[('los', 'el'), ('Gobiernos', 'Gobiernos'), ('_de_los', '_de_los'), ('_Estados', 'lEstado'), ('miembros', 'miembro'), ('reunidos', 'reunido'), ('en', 'en'), ('el', 'el'), ('seno', 'seno'), ('de', 'de')]","[('los', 2, 'det'), ('Gobiernos', 0, 'root'), ('_de_los', 5, 'det'), ('_Estados', 5, 'amod'), ('miembros', 2, 'appos'), ('reunidos', 5, 'amod'), ('en', 9, 'case'), ('el', 9, 'det'), ('seno', 6, 'obl'), ('de', 5, 'punct')]"
M06,44,meronymie,Parties du même genre,linguistics,"manera de conocer . Para las diferentes disciplinas científico  técnicas , la terminología es el conjunto de las unidades de expresión y comunicación que permiten transferir el pensamiento especializado . Lo importante en esta",la terminología es el conjunto de las unidades de expresión y,"['AFS', 'N5-FS', 'VDR3S-', 'AMS', 'N5-MS', 'P', 'AFP', 'N5-FP', 'P', 'N5-FS', 'C']","['la', 'terminología', 'es', 'el', 'conjunto', 'de', 'las', 'unidades', 'de', 'expresión', 'y']","['oui', 'oui', 'oui', 'oui']",5.0,oui,"['Parties du genre différent', 'Parties du même genre']",2.0,oui+,,,,moyenne-faible,"[('la', 'DET'), ('terminología', 'NOUN'), ('es', 'AUX'), ('el', 'DET'), ('conjunto', 'NOUN'), ('de', 'ADP'), ('las', 'DET'), ('unidades', 'NOUN'), ('de', 'ADP'), ('expresión', 'NOUN'), ('y', 'CCONJ')]",[],"[('la', 'el'), ('terminología', 'terminología'), ('es', 'ser'), ('el', 'el'), ('conjunto', 'conjunto'), ('de', 'de'), ('las', 'el'), ('unidades', 'unidad'), ('de', 'de'), ('expresión', 'expresión'), ('y', 'y')]","[('la', 2, 'det'), ('terminología', 5, 'nsubj'), ('es', 5, 'cop'), ('el', 5, 'det'), ('conjunto', 0, 'root'), ('de', 8, 'case'), ('las', 8, 'det'), ('unidades', 5, 'nmod'), ('de', 10, 'case'), ('expresión', 8, 'nmod'), ('y', 5, 'cc')]"
